Date,State,Total_Cases,New_Cases,Total_Deaths,New_Deaths
2021-12-06,CO,855460,1145,9380,36
2021-12-07,CO,858405,2945,9465,85
2021-12-08,CO,860851,2446,9495,30
2021-12-09,CO,863409,2558,9554,59
2021-12-10,CO,865492,2083,9627,73
2021-12-11,CO,867432,1940,9627,0
2021-12-12,CO,868777,1345,9627,0
2021-12-13,CO,869663,886,9670,43
2021-12-14,CO,871248,1585,9740,70
2021-12-15,CO,873073,1825,9779,39
2021-12-16,CO,875502,2429,9841,62
2021-12-17,CO,877469,1967,9862,21
2021-12-18,CO,879789,2320,9862,0
2021-12-19,CO,881695,1906,9862,0
2021-12-20,CO,883246,1551,9918,56
2021-12-21,CO,885619,2373,10004,86
2021-12-22,CO,890266,4647,10038,34
2021-12-23,CO,894902,4636,10052,14
2021-12-24,CO,900961,6059,10074,22
2021-12-25,CO,907589,6628,10074,0
2021-12-26,CO,912440,4851,10074,0
2021-12-27,CO,915683,3243,10077,3
2021-12-28,CO,921582,5899,10169,92
2021-12-29,CO,930952,9370,10198,29
2021-12-30,CO,944046,13094,10240,42
2021-12-31,CO,957696,13650,10271,31
2022-01-01,CO,971994,14298,10271,0
2022-01-02,CO,979373,7379,10271,0
2022-01-03,CO,987797,8424,10293,22
2022-01-04,CO,996635,8838,10335,42
2022-01-05,CO,1013078,16443,10354,19
2022-01-06,CO,1034725,21647,10402,48
2022-01-07,CO,1059740,25015,10425,23
2022-01-08,CO,1076095,16355,10425,0
2022-01-09,CO,1091253,15158,10425,0
2022-01-10,CO,1102733,11480,10466,41
2022-01-11,CO,1121654,18921,10528,62
2022-01-12,CO,1136720,15066,10552,24
2022-01-13,CO,1154908,18188,10582,30
2022-01-14,CO,1173444,18536,10616,34
2022-01-15,CO,1193445,20001,10616,0
2022-01-16,CO,1205876,12431,10616,0
2022-01-17,CO,1215361,9485,10659,43
2022-01-18,CO,1228467,13106,10662,3
2022-01-19,CO,1241118,12651,10726,64
2022-01-20,CO,1258513,17395,10768,42
2022-01-21,CO,1272897,14384,10799,31
2022-01-22,CO,1285068,12171,10799,0
2022-01-23,CO,1293733,8665,10799,0
2022-01-24,CO,1301942,8209,10847,48
2022-01-25,CO,1310063,8121,10933,86
2022-01-26,CO,1318902,8839,10953,20
2022-01-27,CO,1329614,10712,11005,52
2022-01-28,CO,1338084,8470,11061,56
2022-01-29,CO,1344641,6557,11061,0
2022-01-30,CO,1349432,4791,11061,0
2022-01-31,CO,1353365,3933,11115,54
2022-02-01,CO,1357269,3904,11164,49
2022-02-02,CO,1362306,5037,11178,14
2022-02-03,CO,1367596,5290,11194,16
2022-02-04,CO,1370443,2847,11202,8
2022-02-05,CO,1373989,3546,11202,0
2022-02-06,CO,1376815,2826,11202,0
2022-02-07,CO,1378650,1835,11404,202
2022-02-08,CO,1380869,2219,11416,12
2022-02-09,CO,1384027,3158,11538,122
2022-02-10,CO,1386668,2641,11583,45
2022-02-11,CO,1388885,2217,11601,18
2022-02-12,CO,1390973,2088,11601,0
2022-02-13,CO,1392114,1141,11601,0
2022-02-14,CO,1392820,706,11634,33
2022-02-15,CO,1393890,1070,11650,16
2022-02-16,CO,1395792,1902,11659,9
2022-02-17,CO,1397273,1481,11659,0
2022-02-18,CO,1398555,1282,11681,22
2022-02-19,CO,1399615,1060,11681,0
2022-02-20,CO,1400370,755,11681,0
2022-02-21,CO,1400853,483,11681,0
2022-02-22,CO,1401486,633,11705,24
2022-02-23,CO,1402462,976,11729,24
2022-02-24,CO,1403367,905,11750,21
2022-02-25,CO,1404142,775,11752,2
2022-02-26,CO,1405036,894,11752,0
2022-02-27,CO,1405673,637,11752,0
2022-02-28,CO,1406025,352,11772,20
2022-03-01,CO,1406578,553,11794,22
2022-03-02,CO,1407316,738,11801,7
2022-03-03,CO,1408074,758,11809,8
2022-03-04,CO,1408747,673,11810,1
2022-03-05,CO,1409254,507,11810,0
2022-03-06,CO,1409604,350,11810,0
2022-03-07,CO,1409830,226,11826,16
2022-03-08,CO,1410223,393,11829,3
2022-03-09,CO,1410840,617,11835,6
2022-03-10,CO,1411371,531,11840,5
2022-03-11,CO,1412007,636,11839,-1
2022-03-12,CO,1412476,469,11839,0
2022-03-13,CO,1412722,246,11839,0
2022-03-14,CO,1412864,142,11860,21
2022-03-15,CO,1413321,457,11870,10
2022-03-16,CO,1413834,513,11872,2
2022-03-17,CO,1414263,429,11887,15
2022-03-18,CO,1414707,444,11887,0
2022-03-19,CO,1415181,474,11887,0
2022-03-20,CO,1415469,288,11887,0
2022-03-21,CO,1415628,159,11887,0
2022-03-22,CO,1415920,292,11933,46
2022-03-23,CO,1416321,401,11942,9
2022-03-24,CO,1416629,308,11946,4
2022-03-25,CO,1417035,406,11951,5
2022-03-26,CO,1417404,369,11951,0
2022-03-27,CO,1417656,252,11951,0
2022-03-28,CO,1417877,221,11966,15
2022-03-29,CO,1418172,295,11966,0
2022-03-30,CO,1418504,332,11968,2
2022-03-31,CO,1418946,442,11974,6
2022-04-01,CO,1419387,441,11977,3
2022-04-02,CO,1419819,432,11977,0
2022-04-03,CO,1420106,287,11977,0
2022-04-04,CO,1420286,180,11976,-1
2022-04-05,CO,1420648,362,11980,4
2022-04-06,CO,1421048,400,11982,2
2022-04-07,CO,1421542,494,11980,-2
2022-04-08,CO,1421956,414,11984,4
2022-04-09,CO,1422423,467,11984,0
2022-04-10,CO,1422717,294,11984,0
2022-04-11,CO,1423037,320,11995,11
2022-04-12,CO,1423414,377,12019,24
2022-04-13,CO,1423943,529,12031,12
2022-04-14,CO,1424613,670,12001,-30
2022-04-15,CO,1425283,670,12023,22
2022-04-16,CO,1425885,602,12023,0
2022-04-17,CO,1426440,555,12023,0
2022-04-18,CO,1426786,346,12029,6
2022-04-19,CO,1427367,581,12036,7
2022-04-20,CO,1428148,781,12030,-6
2022-04-21,CO,1429029,881,12061,31
2022-04-22,CO,1429818,789,12100,39
2022-04-23,CO,1430597,779,12100,0
2022-04-24,CO,1431109,512,12100,0
2022-04-25,CO,1431605,496,12128,28
2022-04-26,CO,1432272,667,12141,13
2022-04-27,CO,1433047,775,12142,1
2022-04-28,CO,1434189,1142,12143,1
2022-04-29,CO,1435223,1034,12150,7
2022-04-30,CO,1436122,899,12150,0
2022-05-01,CO,1436835,713,12150,0
2022-05-02,CO,1437389,554,12153,3
2022-05-03,CO,1438511,1122,12460,307
2022-05-04,CO,1439530,1019,12463,3
2022-05-05,CO,1440942,1412,12481,18
2022-05-06,CO,1442086,1144,12481,0
2022-05-07,CO,1443298,1212,12481,0
2022-05-08,CO,1443954,656,12481,0
2022-05-09,CO,1445133,1179,12489,8
2022-05-10,CO,1446427,1294,12497,8
2022-05-11,CO,1447395,968,12503,6
2022-05-12,CO,1449780,2385,12508,5
2022-05-13,CO,1451435,1655,12513,5
2022-05-14,CO,1453150,1715,12513,0
2022-05-15,CO,1454370,1220,12513,0
2022-05-16,CO,1455527,1157,12518,5
2022-05-17,CO,1457017,1490,12512,-6
2022-05-18,CO,1458862,1845,12516,4
2022-05-19,CO,1460772,1910,12515,-1
2022-05-20,CO,1463114,2342,12519,4
2022-05-21,CO,1464838,1724,12519,0
2022-05-22,CO,1466014,1176,12519,0
2022-05-23,CO,1467287,1273,12513,-6
2022-05-24,CO,1469080,1793,12521,8
2022-05-25,CO,1470797,1717,12516,-5
2022-05-26,CO,1473292,2495,12513,-3
2022-05-27,CO,1475934,2642,12547,34
2022-05-28,CO,1477873,1939,12547,0
2022-05-29,CO,1479568,1695,12547,0
2022-05-30,CO,1481264,1696,12547,0
2022-05-31,CO,1482383,1119,12549,2
2022-06-01,CO,1483804,1421,12548,-1
2022-06-02,CO,1486746,2942,12557,9
2022-06-03,CO,1489925,3179,12567,10
2022-06-04,CO,1492432,2507,12567,0
2022-06-05,CO,1494377,1945,12567,0
2022-06-06,CO,1495950,1573,12572,5
2022-06-07,CO,1498223,2273,12588,16
2022-06-08,CO,1500949,2726,12599,11
2022-06-09,CO,1503821,2872,12611,12
2022-06-10,CO,1507404,3583,12625,14
2022-06-11,CO,1509482,2078,12625,0
2022-06-12,CO,1511292,1810,12625,0
2022-06-13,CO,1512845,1553,12632,7
2022-06-14,CO,1514744,1899,12640,8
2022-06-15,CO,1516741,1997,12647,7
2022-06-16,CO,1519272,2531,12661,14
2022-06-17,CO,1521738,2466,12678,17
2022-06-18,CO,1523528,1790,12678,0
2022-06-19,CO,1525032,1504,12678,0
2022-06-20,CO,1526360,1328,12682,4
2022-06-21,CO,1528150,1790,12684,2
2022-06-22,CO,1530293,2143,12704,20
2022-06-23,CO,1533282,2989,12725,21
2022-06-24,CO,1535583,2301,12736,11
2022-06-25,CO,1538965,3382,12736,0
2022-06-26,CO,1540629,1664,12736,0
2022-06-27,CO,1542033,1404,12745,9
2022-06-28,CO,1543940,1907,12753,8
2022-06-29,CO,1546523,2583,12766,13
2022-06-30,CO,1549129,2606,12771,5
2022-07-01,CO,1551507,2378,12773,2
2022-07-02,CO,1553884,2377,12773,0
2022-07-03,CO,1555572,1688,12773,0
2022-07-04,CO,1556937,1365,12777,4
2022-07-05,CO,1558048,1111,12777,0
2022-07-06,CO,1559854,1806,12783,6
2022-07-07,CO,1562077,2223,12825,42
2022-07-08,CO,1564965,2888,12839,14
2022-07-09,CO,1567180,2215,12839,0
2022-07-10,CO,1568798,1618,12839,0
2022-07-11,CO,1570074,1276,12842,3
2022-07-12,CO,1572083,2009,12854,12
2022-07-13,CO,1573916,1833,12868,14
2022-07-14,CO,1576119,2203,12877,9
2022-07-15,CO,1578288,2169,12887,10
2022-07-16,CO,1579976,1688,12887,0
2022-07-17,CO,1581372,1396,12887,0
2022-07-18,CO,1582759,1387,12909,22
2022-07-19,CO,1584469,1710,12917,8
2022-07-20,CO,1586270,1801,12922,5
2022-07-21,CO,1588344,2074,12937,15
2022-07-22,CO,1590576,2232,12938,1
2022-07-23,CO,1592136,1560,12938,0
2022-07-24,CO,1593355,1219,12938,0
2022-07-25,CO,1594397,1042,12947,9
2022-07-26,CO,1595892,1495,12950,3
2022-07-27,CO,1597567,1675,12960,10
2022-07-28,CO,1599455,1888,12968,8
2022-07-29,CO,1601229,1774,12986,18
2022-07-30,CO,1602509,1280,12986,0
2022-07-31,CO,1603572,1063,12986,0
2022-08-01,CO,1604522,950,12993,7
2022-08-02,CO,1605912,1390,13006,13
2022-08-03,CO,1607281,1369,13018,12
2022-08-04,CO,1608861,1580,13035,17
2022-08-05,CO,1610416,1555,13037,2
2022-08-06,CO,1611638,1222,13037,0
2022-08-07,CO,1612422,784,13037,0
2022-08-08,CO,1613220,798,13053,16
2022-08-09,CO,1614226,1006,13061,8
2022-08-10,CO,1615469,1243,13068,7
2022-08-11,CO,1616854,1385,13073,5
2022-08-12,CO,1618071,1217,13078,5
2022-08-13,CO,1619154,1083,13078,0
2022-08-14,CO,1619809,655,13078,0
2022-08-15,CO,1620611,802,13088,10
2022-08-16,CO,1621405,794,13090,2
2022-08-17,CO,1622570,1165,13093,3
2022-08-18,CO,1623559,989,13097,4
2022-08-19,CO,1624638,1079,13102,5
2022-08-20,CO,1625502,864,13102,0
2022-08-21,CO,1626163,661,13102,0
2022-08-22,CO,1626752,589,13124,22
2022-08-23,CO,1627513,761,13132,8
2022-08-24,CO,1628693,1180,13137,5
2022-08-25,CO,1629657,964,13143,6
2022-08-26,CO,1630830,1173,13151,8
2022-08-27,CO,1631747,917,13151,0
2022-08-28,CO,1632303,556,13151,0
2022-08-29,CO,1632933,630,13156,5
2022-08-30,CO,1633718,785,13162,6
2022-08-31,CO,1634878,1160,13166,4
2022-09-01,CO,1636000,1122,13170,4
2022-09-02,CO,1636876,876,13177,7
2022-09-03,CO,1637669,793,13177,0
2022-09-04,CO,1638164,495,13177,0
2022-09-05,CO,1638611,447,13182,5
2022-09-06,CO,1638980,369,13182,0
2022-09-07,CO,1639742,762,13192,10
2022-09-08,CO,1640703,961,13192,0
2022-09-09,CO,1641568,865,13207,15
2022-09-10,CO,1642347,779,13207,0
2022-09-11,CO,1642753,406,13207,0
2022-09-12,CO,1643274,521,13211,4
2022-09-13,CO,1643849,575,13220,9
2022-09-14,CO,1644675,826,13230,10
2022-09-15,CO,1645513,838,13236,6
2022-09-16,CO,1646156,643,13240,4
2022-09-17,CO,1646869,713,13240,0
2022-09-18,CO,1647227,358,13240,0
2022-09-19,CO,1647657,430,13245,5
2022-09-20,CO,1648233,576,13253,8
2022-09-21,CO,1649294,1061,13260,7
2022-09-22,CO,1650040,746,13263,3
2022-09-23,CO,1650762,722,13272,9
2022-09-24,CO,1651453,691,13272,0
2022-09-25,CO,1651836,383,13272,0
2022-09-26,CO,1652241,405,13282,10
2022-09-27,CO,1652780,539,13288,6
2022-09-28,CO,1653554,774,13300,12
2022-09-29,CO,1654419,865,13307,7
2022-09-30,CO,1655074,655,13316,9
2022-10-01,CO,1655758,684,13316,0
2022-10-02,CO,1656175,417,13316,0
2022-10-03,CO,1656518,343,13316,0
2022-10-04,CO,1657014,496,13319,3
2022-10-05,CO,1657805,791,13334,15
2022-10-06,CO,1658494,689,13333,-1
2022-10-07,CO,1659084,590,13333,0
2022-10-08,CO,1659798,714,13333,0
2022-10-09,CO,1660174,376,13333,0
2022-10-10,CO,1660500,326,13339,6
2022-10-11,CO,1660994,494,13348,9
2022-10-12,CO,1661645,651,13354,6
2022-10-13,CO,1662514,869,13365,11
2022-10-14,CO,1663241,671,13365,0
2022-10-15,CO,1663241,0,13365,0
2022-10-16,CO,1663241,0,13365,0
2022-10-17,CO,1664672,1359,13370,5
2022-10-18,CO,1665451,570,13373,3
2020-01-22,WA,0,0,0,0
2020-01-23,WA,1,1,0,0
2020-01-24,WA,1,0,0,0
2020-01-25,WA,1,0,0,0
2020-01-26,WA,1,0,0,0
2020-01-27,WA,1,0,0,0
2020-01-28,WA,1,0,0,0
2020-01-29,WA,1,0,0,0
2020-01-30,WA,1,0,0,0
2020-01-31,WA,1,0,0,0
2020-02-01,WA,1,0,0,0
2020-02-02,WA,1,0,0,0
2020-02-03,WA,1,0,0,0
2020-02-04,WA,1,0,0,0
2020-02-05,WA,1,0,0,0
2020-02-06,WA,1,0,0,0
2020-02-07,WA,1,0,0,0
2020-02-08,WA,1,0,0,0
2020-02-09,WA,1,0,0,0
2020-02-10,WA,1,0,0,0
2020-02-11,WA,1,0,0,0
2020-02-12,WA,1,0,0,0
2020-02-13,WA,1,0,0,0
2020-02-14,WA,1,0,0,0
2020-02-15,WA,1,0,0,0
2020-02-16,WA,1,0,0,0
2020-02-17,WA,1,0,0,0
2020-02-18,WA,1,0,0,0
2020-02-19,WA,1,0,0,0
2020-02-20,WA,1,0,0,0
2020-02-21,WA,1,0,0,0
2020-02-22,WA,1,0,0,0
2020-02-23,WA,1,0,0,0
2020-02-24,WA,1,0,0,0
2020-02-25,WA,1,0,0,0
2020-02-26,WA,1,0,0,0
2020-02-27,WA,1,0,0,0
2020-02-28,WA,1,0,0,0
2020-02-29,WA,1,0,1,1
2020-03-01,WA,1,0,1,0
2020-03-02,WA,1,0,6,5
2020-03-03,WA,14,13,9,3
2020-03-04,WA,30,16,10,1
2020-03-05,WA,45,15,10,0
2020-03-06,WA,66,21,11,1
2020-03-07,WA,84,18,16,5
2020-03-08,WA,113,29,18,2
2020-03-09,WA,154,41,21,3
2020-03-10,WA,244,90,24,3
2020-03-11,WA,313,69,29,5
2020-03-12,WA,374,61,31,2
2020-03-13,WA,477,103,37,6
2020-03-14,WA,569,92,40,3
2020-03-15,WA,684,115,42,2
2020-03-16,WA,810,126,42,0
2020-03-17,WA,928,118,47,5
2020-03-18,WA,1089,161,66,19
2020-03-19,WA,1222,133,74,8
2020-03-20,WA,1424,202,83,9
2020-03-21,WA,1559,135,94,11
2020-03-22,WA,1739,180,95,1
2020-03-23,WA,2022,283,110,15
2020-03-24,WA,2252,230,123,13
2020-03-25,WA,2528,276,132,9
2020-03-26,WA,2866,338,147,15
2020-03-27,WA,3389,523,175,28
2020-03-28,WA,4017,628,189,14
2020-03-29,WA,4454,437,189,0
2020-03-30,WA,4575,121,195,6
2020-03-31,WA,5224,649,195,0
2020-04-01,WA,5704,480,246,51
2020-04-02,WA,6125,421,261,15
2020-04-03,WA,6558,433,284,23
2020-04-04,WA,6989,431,310,26
2020-04-05,WA,7399,410,337,27
2020-04-06,WA,7797,398,371,34
2020-04-07,WA,8108,311,394,23
2020-04-08,WA,8422,314,420,26
2020-04-09,WA,8814,392,445,25
2020-04-10,WA,9131,317,475,30
2020-04-11,WA,9584,453,491,16
2020-04-12,WA,9829,245,508,17
2020-04-13,WA,10100,271,508,0
2020-04-14,WA,10345,245,546,38
2020-04-15,WA,10551,206,567,21
2020-04-16,WA,10875,324,583,16
2020-04-17,WA,11160,285,603,20
2020-04-18,WA,11485,325,624,21
2020-04-19,WA,11759,274,635,11
2020-04-20,WA,11999,240,652,17
2020-04-21,WA,12250,251,682,30
2020-04-22,WA,12467,217,692,10
2020-04-23,WA,12679,212,711,19
2020-04-24,WA,12955,276,723,12
2020-04-25,WA,13209,254,738,15
2020-04-26,WA,13486,277,749,11
2020-04-27,WA,13705,219,765,16
2020-04-28,WA,13860,155,786,21
2020-04-29,WA,14068,208,801,15
2020-04-30,WA,14349,281,814,13
2020-05-01,WA,14679,330,824,10
2020-05-02,WA,15006,327,830,6
2020-05-03,WA,15256,250,834,4
2020-05-04,WA,15560,304,841,7
2020-05-05,WA,15697,137,862,21
2020-05-06,WA,15974,277,870,8
2020-05-07,WA,16309,335,891,21
2020-05-08,WA,16499,190,905,14
2020-05-09,WA,16773,274,921,16
2020-05-10,WA,17011,238,931,10
2020-05-11,WA,17241,230,945,14
2020-05-12,WA,17387,146,962,17
2020-05-13,WA,17549,162,975,13
2020-05-14,WA,17791,242,983,8
2020-05-15,WA,18004,213,992,9
2020-05-16,WA,18320,316,1000,8
2020-05-17,WA,18481,161,1001,1
2020-05-18,WA,18676,195,1002,1
2020-05-19,WA,18846,170,1031,29
2020-05-20,WA,19019,173,1037,6
2020-05-21,WA,19142,123,1044,7
2020-05-22,WA,19341,199,1050,6
2020-05-23,WA,19630,289,1057,7
2020-05-24,WA,19866,236,1061,4
2020-05-25,WA,20131,265,1070,9
2020-05-26,WA,20294,163,1078,8
2020-05-27,WA,20433,139,1095,17
2020-05-28,WA,20751,318,1106,11
2020-05-29,WA,21056,305,1111,5
2020-05-30,WA,21372,316,1118,7
2020-05-31,WA,21611,239,1118,0
2020-06-01,WA,21994,383,1124,6
2020-06-02,WA,22191,197,1129,5
2020-06-03,WA,22453,262,1135,6
2020-06-04,WA,22657,204,1138,3
2020-06-05,WA,23009,352,1149,11
2020-06-06,WA,23434,425,1153,4
2020-06-07,WA,23575,141,1159,6
2020-06-08,WA,23991,416,1161,2
2020-06-09,WA,24319,328,1176,15
2020-06-10,WA,24563,244,1190,14
2020-06-11,WA,24772,209,1194,4
2020-06-12,WA,25009,237,1204,10
2020-06-13,WA,25478,469,1213,9
2020-06-14,WA,25659,181,1217,4
2020-06-15,WA,26087,428,1221,4
2020-06-16,WA,26480,393,1231,10
2020-06-17,WA,26713,233,1226,-5
2020-06-18,WA,27080,367,1245,19
2020-06-19,WA,27582,502,1255,10
2020-06-20,WA,28130,548,1265,10
2020-06-21,WA,28413,283,1270,5
2020-06-22,WA,28812,399,1276,6
2020-06-23,WA,29233,421,1284,8
2020-06-24,WA,29731,498,1284,0
2020-06-25,WA,30265,534,1300,16
2020-06-26,WA,30787,522,1304,4
2020-06-27,WA,31314,527,1310,6
2020-06-28,WA,31629,315,1310,0
2020-06-29,WA,32016,387,1320,10
2020-06-30,WA,32718,702,1332,12
2020-07-01,WA,33259,541,1339,7
2020-07-02,WA,33997,738,1342,3
2020-07-03,WA,34736,739,1352,10
2020-07-04,WA,35189,453,1354,2
2020-07-05,WA,35428,239,1359,5
2020-07-06,WA,36675,1247,1370,11
2020-07-07,WA,37286,611,1384,14
2020-07-08,WA,37807,521,1394,10
2020-07-09,WA,38445,638,1409,15
2020-07-10,WA,39127,682,1424,15
2020-07-11,WA,39617,490,1424,0
2020-07-12,WA,40447,830,1438,14
2020-07-13,WA,41556,1109,1399,-39
2020-07-14,WA,42143,587,1404,5
2020-07-15,WA,42849,706,1421,17
2020-07-16,WA,44081,1232,1427,6
2020-07-17,WA,44982,901,1434,7
2020-07-18,WA,45751,769,1444,10
2020-07-19,WA,46664,913,1447,3
2020-07-20,WA,47514,850,1453,6
2020-07-21,WA,48408,894,1465,12
2020-07-22,WA,49093,685,1468,3
2020-07-23,WA,49836,743,1482,14
2020-07-24,WA,50699,863,1495,13
2020-07-25,WA,51700,1001,1494,-1
2020-07-26,WA,52493,793,1501,7
2020-07-27,WA,53027,534,1518,17
2020-07-28,WA,54060,1033,1548,30
2020-07-29,WA,54733,673,1554,6
2020-07-30,WA,55605,872,1564,10
2020-07-31,WA,56490,885,1564,0
2020-08-01,WA,57427,937,1592,28
2020-08-02,WA,58126,699,1596,4
2020-08-03,WA,58697,571,1600,4
2020-08-04,WA,59292,595,1619,19
2020-08-05,WA,59899,607,1624,5
2020-08-06,WA,60715,816,1653,29
2020-08-07,WA,61586,871,1672,19
2020-08-08,WA,62267,681,1688,16
2020-08-09,WA,63006,739,1688,0
2020-08-10,WA,63569,563,1697,9
2020-08-11,WA,64054,485,1716,19
2020-08-12,WA,64574,520,1724,8
2020-08-13,WA,65162,588,1736,12
2020-08-14,WA,66060,898,1755,19
2020-08-15,WA,66676,616,1766,11
2020-08-16,WA,67398,722,1781,15
2020-08-17,WA,67762,364,1785,4
2020-08-18,WA,68185,423,1809,24
2020-08-19,WA,68729,544,1822,13
2020-08-20,WA,69363,634,1837,15
2020-08-21,WA,70054,691,1850,13
2020-08-22,WA,70822,768,1857,7
2020-08-23,WA,71302,480,1863,6
2020-08-24,WA,71675,373,1867,4
2020-08-25,WA,71993,318,1876,9
2020-08-26,WA,72450,457,1880,4
2020-08-27,WA,73023,573,1890,10
2020-08-28,WA,73639,616,1905,15
2020-08-29,WA,74212,573,1905,0
2020-08-30,WA,74746,534,1905,0
2020-08-31,WA,75019,273,1915,10
2020-09-01,WA,75388,369,1931,16
2020-09-02,WA,75764,376,1935,4
2020-09-03,WA,76349,585,1945,10
2020-09-04,WA,76903,554,1953,8
2020-09-05,WA,77419,516,1953,0
2020-09-06,WA,77776,357,1953,0
2020-09-07,WA,78182,406,1953,0
2020-09-08,WA,78372,190,1953,0
2020-09-09,WA,78616,244,1978,25
2020-09-10,WA,79093,477,1985,7
2020-09-11,WA,79680,587,1991,6
2020-09-12,WA,80202,522,1991,0
2020-09-13,WA,80592,390,1991,0
2020-09-14,WA,80899,307,2006,15
2020-09-15,WA,81280,381,2015,9
2020-09-16,WA,81587,307,2020,5
2020-09-17,WA,82012,425,2031,11
2020-09-18,WA,82517,505,2037,6
2020-09-19,WA,83071,554,2037,0
2020-09-20,WA,83486,415,2037,0
2020-09-21,WA,83806,320,2055,18
2020-09-22,WA,84135,329,2070,15
2020-09-23,WA,84631,496,2081,11
2020-09-24,WA,85250,619,2080,-1
2020-09-25,WA,86265,1015,2100,20
2020-09-26,WA,86931,666,2100,0
2020-09-27,WA,87391,460,2100,0
2020-09-28,WA,87753,362,2100,0
2020-09-29,WA,88172,419,2124,24
2020-09-30,WA,88627,455,2126,2
2020-10-01,WA,89248,621,2132,6
2020-10-02,WA,89846,598,2143,11
2020-10-03,WA,90664,818,2142,-1
2020-10-04,WA,91168,504,2142,0
2020-10-05,WA,91582,414,2158,16
2020-10-06,WA,92052,470,2165,7
2020-10-07,WA,92454,402,2177,12
2020-10-08,WA,93269,815,2183,6
2020-10-09,WA,94027,758,2190,7
2020-10-10,WA,94564,537,2190,0
2020-10-11,WA,95247,683,2190,0
2020-10-12,WA,95853,606,2190,0
2020-10-13,WA,96319,466,2211,21
2020-10-14,WA,97026,707,2221,10
2020-10-15,WA,97717,691,2232,11
2020-10-16,WA,98431,714,2239,7
2020-10-17,WA,99329,898,2239,0
2020-10-18,WA,99940,611,2239,0
2020-10-19,WA,100410,470,2258,19
2020-10-20,WA,100903,493,2282,24
2020-10-21,WA,101664,761,2286,4
2020-10-22,WA,102430,766,2289,3
2020-10-23,WA,103142,712,2296,7
2020-10-24,WA,104169,1027,2296,0
2020-10-25,WA,104894,725,2296,0
2020-10-26,WA,105499,605,2321,25
2020-10-27,WA,106075,576,2337,16
2020-10-28,WA,106800,725,2353,16
2020-10-29,WA,107587,787,2359,6
2020-10-30,WA,108654,1067,2366,7
2020-10-31,WA,109655,1001,2366,0
2020-11-01,WA,110516,861,2366,0
2020-11-02,WA,111618,1102,2378,12
2020-11-03,WA,112407,789,2400,22
2020-11-04,WA,113319,912,2416,16
2020-11-05,WA,114950,1631,2431,15
2020-11-06,WA,116347,1397,2439,8
2020-11-07,WA,118154,1807,2439,0
2020-11-08,WA,119704,1550,2439,0
2020-11-09,WA,121039,1335,2460,21
2020-11-10,WA,122446,1407,2482,22
2020-11-11,WA,123977,1531,2482,0
2020-11-12,WA,125783,1806,2507,25
2020-11-13,WA,127843,2060,2519,12
2020-11-14,WA,130322,2479,2519,0
2020-11-15,WA,132137,1815,2519,0
2020-11-16,WA,134766,2629,2548,29
2020-11-17,WA,136914,2148,2571,23
2020-11-18,WA,138620,1706,2592,21
2020-11-19,WA,140297,1677,2603,11
2020-11-20,WA,142575,2278,2619,16
2020-11-21,WA,144660,2085,2619,0
2020-11-22,WA,146946,2286,2619,0
2020-11-23,WA,149795,2849,2655,36
2020-11-24,WA,153967,4172,2690,35
2020-11-25,WA,156620,2653,2704,14
2020-11-26,WA,159542,2922,2704,0
2020-11-27,WA,162090,2548,2703,-1
2020-11-28,WA,164577,2487,2703,0
2020-11-29,WA,166425,1848,2704,1
2020-11-30,WA,168736,2311,2774,70
2020-12-01,WA,170945,2209,2805,31
2020-12-02,WA,173212,2267,2850,45
2020-12-03,WA,176547,3335,2900,50
2020-12-04,WA,178314,1767,2925,25
2020-12-05,WA,180528,2214,2925,0
2020-12-06,WA,182511,1983,2925,0
2020-12-07,WA,185767,3256,2941,16
2020-12-08,WA,191291,5524,2967,26
2020-12-09,WA,194414,3123,3016,49
2020-12-10,WA,197432,3018,2850,-166
2020-12-11,WA,200346,2914,2879,29
2020-12-12,WA,203369,3023,2879,0
2020-12-13,WA,206929,3560,2879,0
2020-12-14,WA,209316,2387,2918,39
2020-12-15,WA,211161,1845,2953,35
2020-12-16,WA,212924,1763,3042,89
2020-12-17,WA,215105,2181,3117,75
2020-12-18,WA,218847,3742,3104,-13
2020-12-19,WA,221794,2947,3104,0
2020-12-20,WA,223844,2050,3104,0
2020-12-21,WA,225233,1389,3106,2
2020-12-22,WA,227277,2044,3131,25
2020-12-23,WA,229025,1748,3162,31
2020-12-24,WA,231633,2608,3184,22
2020-12-25,WA,234603,2970,3184,0
2020-12-26,WA,235912,1309,3184,0
2020-12-27,WA,236856,944,3184,0
2020-12-28,WA,238062,1206,3195,11
2020-12-29,WA,240176,2114,3369,174
2020-12-30,WA,241737,1561,3420,51
2020-12-31,WA,244803,3066,3461,41
2021-01-01,WA,247559,2756,3461,0
2021-01-02,WA,251631,4072,3461,0
2021-01-03,WA,253416,1785,3459,-2
2021-01-04,WA,255341,1925,3482,23
2021-01-05,WA,257205,1864,3541,59
2021-01-06,WA,259689,2484,3605,64
2021-01-07,WA,262154,2465,3634,29
2021-01-08,WA,266588,4434,3699,65
2021-01-09,WA,269308,2720,3698,-1
2021-01-10,WA,273072,3764,3699,1
2021-01-11,WA,274890,1818,3699,0
2021-01-12,WA,277039,2149,3789,90
2021-01-13,WA,279470,2431,3838,49
2021-01-14,WA,281424,1954,3876,38
2021-01-15,WA,284194,2770,3903,27
2021-01-16,WA,286234,2040,3903,0
